,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2115,0.0087,0.0585,0.01,0.0985,0.0015,0.113,0.0072
CULTURE 1,0.2595,0.0122,0.0585,0.01,0.179,0.0106,0.0805,0.0017
CULTURE 2,0.339,0.0177,0.0585,0.01,0.2025,0.0141,0.1365,0.0036
