,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7115,0.0159,0.0347,0.015,0.334,0.0023,0.3775,0.0136
CULTURE 1,0.6835,0.0291,0.0347,0.015,0.323,0.0058,0.3605,0.0233
CULTURE 2,0.6455,0.0258,0.0347,0.015,0.3045,0.003,0.341,0.0228
