,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4095,0.0026,0.1143,0.002,0.19,0.0011,0.2195,0.0015
CULTURE 1,0.3665,0.0062,0.1143,0.002,0.218,0.0039,0.1485,0.0024
CULTURE 2,0.6665,0.0033,0.1143,0.002,0.3665,0.0016,0.3,0.0017
