,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.37,,0.0267,,0.165,,0.205,
CULTURE 1,0.4,,0.0267,,0.205,,0.195,
CULTURE 2,0.42,,0.0267,,0.215,,0.205,
