,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4505,0.0452,0.0182,0.0267,0.2195,0.0275,0.231,0.0176
CULTURE 1,0.4325,0.0382,0.0182,0.0267,0.285,0.0177,0.1475,0.0206
CULTURE 2,0.469,0.0348,0.0182,0.0267,0.292,0.0161,0.177,0.0187
