,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.36,0.0068,0.1167,0.0045,0.2175,0.0037,0.1425,0.0031
CULTURE 1,0.249,0.0051,0.1167,0.0045,0.1895,0.0036,0.0595,0.0015
CULTURE 2,0.488,0.0067,0.1167,0.0045,0.2875,0.003,0.2005,0.0036
