,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.853,0.0099,0.2372,0.0059,0.4155,0.006,0.4375,0.004
CULTURE 1,0.4775,0.008,0.2372,0.0059,0.175,0.0028,0.3025,0.0052
CULTURE 2,0.8135,0.0077,0.2372,0.0059,0.408,0.0039,0.4055,0.0038
