"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08337212>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13793191>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.249157>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08284081>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13969675>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.324506>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08070205>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1418088>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.2034945>}]"
