,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6515,0.0025,0.142,0.0069,0.3585,0.0011,0.293,0.0014
CULTURE 1,0.445,0.0249,0.142,0.0069,0.24,0.0189,0.205,0.0059
CULTURE 2,0.6645,0.0183,0.142,0.0069,0.3445,0.0043,0.32,0.014
