,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5455,0.0041,0.0773,0.0028,0.3325,0.0021,0.213,0.002
CULTURE 1,0.503,0.0055,0.0773,0.0028,0.3545,0.0014,0.1485,0.0041
CULTURE 2,0.6925,0.0043,0.0773,0.0028,0.4355,0.0009,0.257,0.0034
