,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6775,0.0051,0.2065,0.003,0.3615,0.0019,0.316,0.0032
CULTURE 1,0.3765,0.0029,0.2065,0.003,0.257,0.0018,0.1195,0.0011
CULTURE 2,0.695,0.004,0.2065,0.003,0.3725,0.0017,0.3225,0.0023
