,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,80.4167%,0.2662%,46.25%,0.9094%,82.125%,1.0615%,69.5972%,2.2372%,23.3472%,0.4426%
