,Matrix,Class 0,Class 1,Class 2
Class 0,CM,10,5,185
Class 1,CM,2,5,193
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,30,96,74
Class 1,CM,2,115,83
Class 2,CM,9,22,169

