,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.51,,0.0383,,0.36,,0.15,
CULTURE 1,0.525,,0.0383,,0.44,,0.085,
CULTURE 2,0.46,,0.0383,,0.27,,0.19,
