,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.67,0.032,0.0147,0.0226,0.258,0.0209,0.412,0.0111
CULTURE 1,0.657,0.0358,0.0147,0.0226,0.249,0.0195,0.408,0.0164
CULTURE 2,0.6415,0.0347,0.0147,0.0226,0.278,0.0199,0.3635,0.0147
