,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.425,,0.07,,0.145,,0.28,
CULTURE 1,0.325,,0.07,,0.165,,0.16,
CULTURE 2,0.435,,0.07,,0.21,,0.225,
