,Matrix,Class 0,Class 1,Class 2
Class 0,CM,117,65,18
Class 1,CM,4,193,3
Class 2,CM,8,53,139

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,126,53,21
Class 1,CM,2,194,4
Class 2,CM,8,29,163

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,129,52,19
Class 1,CM,5,193,2
Class 2,CM,9,43,148

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,123,60,17
Class 1,CM,4,193,3
Class 2,CM,8,56,136

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,129,63,8
Class 1,CM,5,191,4
Class 2,CM,14,43,143

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,106,56,38
Class 1,CM,4,189,7
Class 2,CM,12,44,144

