,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,21.5%,1.4884%,18.3333%,1.5708%,38.3333%,3.1673%,26.0556%,6.2265%,22.1212%,6.2265%,7.7222%,1.5519%
