,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.365,,0.0267,,0.215,,0.15,
CULTURE 1,0.33,,0.0267,,0.155,,0.175,
CULTURE 2,0.375,,0.0267,,0.175,,0.2,
