,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5827,0.0347,0.0398,0.0429,0.2477,0.0208,0.335,0.0139
CULTURE 1,0.5086,0.0941,0.0398,0.0429,0.1427,0.0467,0.3659,0.0474
CULTURE 2,0.5541,0.0939,0.0398,0.0429,0.3014,0.0505,0.2527,0.0434
