,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.455,,0.03,,0.24,,0.215,
CULTURE 1,0.47,,0.03,,0.08,,0.39,
CULTURE 2,0.53,,0.03,,0.04,,0.49,
