,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.645,0.0604,0.0132,0.038,0.357,0.0324,0.288,0.028
CULTURE 1,0.6665,0.0623,0.0132,0.038,0.3655,0.0323,0.301,0.03
CULTURE 2,0.663,0.0518,0.0132,0.038,0.3685,0.0271,0.2945,0.0247
