,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.495,,0.0767,,0.035,,0.46,
CULTURE 1,0.515,,0.0767,,0.29,,0.225,
CULTURE 2,0.39,,0.0767,,0.03,,0.36,
