,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.63,,0.0617,,0.485,,0.145,
CULTURE 1,0.695,,0.0617,,0.24,,0.455,
CULTURE 2,0.57,,0.0617,,0.355,,0.215,
