,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,48.6%,2.9525%,48.7%,2.1942%,50.45%,6.0348%,49.25%,11.1814%,0.65%,2.743%
