,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.285,0.0,0.05,0.0,0.175,0.0,0.11,0.0
CULTURE 1,0.415,0.0,0.05,0.0,0.155,0.0,0.26,0.0
CULTURE 2,0.275,0.0,0.05,0.0,0.155,0.0,0.12,0.0
