,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4615,0.0843,0.0222,0.0553,0.3015,0.0434,0.16,0.0409
CULTURE 1,0.5005,0.092,0.0222,0.0553,0.3345,0.0454,0.166,0.0466
CULTURE 2,0.489,0.074,0.0222,0.0553,0.3365,0.0405,0.1525,0.0334
