,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.325,,0.0383,,0.11,,0.215,
CULTURE 1,0.33,,0.0383,,0.135,,0.195,
CULTURE 2,0.435,,0.0383,,0.18,,0.255,
