,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.42,,0.045,,0.215,,0.205,
CULTURE 1,0.44,,0.045,,0.265,,0.175,
CULTURE 2,0.535,,0.045,,0.325,,0.21,
