,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.45,,0.0183,,0.325,,0.125,
CULTURE 1,0.505,,0.0183,,0.16,,0.345,
CULTURE 2,0.45,,0.0183,,0.19,,0.26,
