,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4635,0.0052,0.0812,0.0029,0.304,0.0022,0.1595,0.0031
CULTURE 1,0.4235,0.004,0.0812,0.0029,0.3275,0.0017,0.096,0.0023
CULTURE 2,0.627,0.0033,0.0812,0.0029,0.3935,0.0016,0.2335,0.0018
