,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.459,0.0767,0.0082,0.0455,0.2565,0.033,0.2025,0.0437
CULTURE 1,0.4615,0.0766,0.0082,0.0455,0.2575,0.0347,0.204,0.0419
CULTURE 2,0.481,0.0599,0.0082,0.0455,0.3,0.0309,0.181,0.029
