,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.57,,0.0217,,0.22,,0.35,
CULTURE 1,0.525,,0.0217,,0.465,,0.06,
CULTURE 2,0.545,,0.0217,,0.365,,0.18,
