,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,77.55%,5.1688%,77.3%,5.6277%,78.3%,5.071%,77.7167%,15.8674%,0.4167%,3.4132%
