"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08328552>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13857208>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.4682269>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08465292>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14715853>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.017293>}]"
