,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.8355,0.0372,0.0988,0.0444,0.4455,0.013,0.39,0.0242
CULTURE 1,0.592,0.034,0.0988,0.0444,0.2435,0.0125,0.3485,0.0216
CULTURE 2,0.645,0.096,0.0988,0.0444,0.313,0.0437,0.332,0.0523
