,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5335,0.0203,0.1623,0.0076,0.267,0.0072,0.2665,0.0131
CULTURE 1,0.366,0.0268,0.1623,0.0076,0.184,0.005,0.182,0.0218
CULTURE 2,0.6855,0.0025,0.1623,0.0076,0.337,0.002,0.3485,0.0005
