"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.07797258>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13938099>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.1277952>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08510117>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14431375>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.7461343>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.085244976>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15280654>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.285089>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.07907286>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13133125>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.0650795>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15672627>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24113771>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.0189339>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14556368>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2427318>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.9968672>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1574472>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24727042>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.1561728>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15085998>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23855689>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.80589354>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08177607>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1435868>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.5657325>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.07663251>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13478214>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.0049138>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15931797>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24829379>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.94798297>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15248866>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24226108>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.0656217>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15940277>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24618435>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.1113939>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14301471>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2371042>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.9027904>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16332239>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.265131>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.0933325>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14493798>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23759289>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.9770611>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08506862>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1435266>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.564919>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08338494>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14218691>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.836157>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15231876>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22515489>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.0390894>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16275911>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2556943>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.90317756>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.076779865>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13183962>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.2702389>}]"
