n_loss,i_loss,kid
0.07797258,0.13938099,2.1277952
0.08510117,0.14431375,2.7461343
0.085244976,0.15280654,2.285089
0.07907286,0.13133125,2.0650795
0.15672627,0.24113771,1.0189339
0.14556368,0.2427318,0.9968672
0.1574472,0.24727042,1.1561728
0.15085998,0.23855689,0.80589354
0.08177607,0.1435868,2.5657325
0.07663251,0.13478214,2.0049138
0.15931797,0.24829379,0.94798297
0.15248866,0.24226108,1.0656217
0.15940277,0.24618435,1.1113939
0.14301471,0.2371042,0.9027904
0.16332239,0.265131,1.0933325
0.14493798,0.23759289,0.9770611
0.08506862,0.1435266,2.564919
0.08338494,0.14218691,2.836157
0.15231876,0.22515489,1.0390894
0.16275911,0.2556943,0.90317756
0.076779865,0.13183962,2.2702389
