,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,14.6667%,0.5443%,19.8333%,1.516%,35.8333%,3.6603%,23.4444%,5.7206%,15.8636%,5.7206%,8.7778%,1.7254%
