,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.8295,0.002,0.225,0.0034,0.39,0.0012,0.4395,0.0009
CULTURE 1,0.4685,0.0215,0.225,0.0034,0.2025,0.012,0.266,0.0095
CULTURE 2,0.7825,0.0082,0.225,0.0034,0.384,0.0008,0.3985,0.0074
