,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.494,0.0978,0.0085,0.0622,0.272,0.0514,0.222,0.0464
CULTURE 1,0.4915,0.0889,0.0085,0.0622,0.2755,0.0457,0.216,0.0431
CULTURE 2,0.48,0.0812,0.0085,0.0622,0.2895,0.0412,0.1905,0.04
