,Matrix,Class 0,Class 1,Class 2
Class 0,CM,126,43,31
Class 1,CM,18,159,23
Class 2,CM,0,1,199

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,140,15,45
Class 1,CM,44,115,41
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,131,18,51
Class 1,CM,32,137,31
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,118,47,35
Class 1,CM,20,155,25
Class 2,CM,1,1,198

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,113,40,47
Class 1,CM,14,159,27
Class 2,CM,0,1,199

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,134,27,39
Class 1,CM,35,136,29
Class 2,CM,0,0,200

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,150,20,30
Class 1,CM,50,129,21
Class 2,CM,0,1,199

