--- LATEX FORMAT (Percentage) ---
Prec C0 & Prec C1 & Prec C2 & Rec C0 & Rec C1 & Rec C2 & Acc \\
75.7 \pm 4.6 & 81.5 \pm 2.7 & 75.9 \pm 3.5 & 62.5 \pm 4.8 & 69.7 \pm 6.9 & 99.6 \pm 0.3 & 77.2 \pm 2.4 \\

--- RAW METRICS ---
Metric,Mean,Std
Accuracy,77.24074074074073,2.4242997093867693
Precision_C0,75.71897852544764,4.580369006116413
Recall_C0,62.5,4.784233364802438
Precision_C1,81.53931045898955,2.738719757138749
Recall_C1,69.66666666666667,6.948221195225277
Precision_C2,75.91219335020814,3.487903168304146
Recall_C2,99.55555555555556,0.28327886186626583
