"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13974012>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24769059>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.43868023>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14704114>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.235317>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.41062245>}]"
