,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.867,0.005,0.0237,0.0016,0.424,0.0036,0.443,0.0014
CULTURE 1,0.881,0.0031,0.0237,0.0016,0.4545,0.0004,0.4265,0.0027
CULTURE 2,0.924,0.0017,0.0237,0.0016,0.469,0.0008,0.455,0.0009
