n_loss,i_loss,kid
0.08227211,0.14248483,2.2157197
0.10426192,0.16980346,2.9916692
0.10134608,0.18382958,2.905017
0.084568955,0.14016604,2.68218
0.18141682,0.28530023,0.78301895
0.17350179,0.26997346,0.6468483
0.17425485,0.2697822,0.763319
0.18510385,0.28287125,0.7929135
0.17301968,0.277065,0.5687552
0.09616188,0.1683564,2.6346917
0.08480861,0.14534427,2.2178938
0.18899424,0.2869901,1.0436664
0.092054635,0.15853447,2.7337444
0.09926901,0.17148457,2.9281104
0.085225604,0.13747711,1.8864726
0.17019191,0.28265887,0.5511084
0.18189518,0.26743332,0.57101715
0.16849893,0.2810605,0.53988117
0.16228855,0.27848008,0.4881146
0.16973713,0.28083426,0.63387185
0.17815712,0.26765662,0.54155654
