,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.443,0.024,0.0195,0.0203,0.269,0.0133,0.174,0.0107
CULTURE 1,0.4385,0.0564,0.0195,0.0203,0.226,0.0294,0.2125,0.027
CULTURE 2,0.4925,0.037,0.0195,0.0203,0.2295,0.018,0.263,0.019
