,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,0.8505,0.0018,0.792,0.0038,0.972,0.0009,0.8715,0.0064,0.0795,0.0009
