,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2275,0.0016,0.085,0.0016,0.1175,0.0003,0.11,0.0013
CULTURE 1,0.1675,0.0003,0.085,0.0016,0.0725,0.0001,0.095,0.0002
CULTURE 2,0.3625,0.0033,0.085,0.0016,0.185,0.0032,0.1775,0.0001
