,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,32.65%,0.215%,28.55%,0.2351%,18.1%,0.0896%,26.4333%,0.5398%,8.3333%,0.1501%
