,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4905,0.0033,0.1485,0.0056,0.233,0.0021,0.2575,0.0012
CULTURE 1,0.327,0.0243,0.1485,0.0056,0.155,0.0024,0.172,0.0219
CULTURE 2,0.609,0.0135,0.1485,0.0056,0.2895,0.0082,0.3195,0.0053
