,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6,,0.0417,,0.295,,0.305,
CULTURE 1,0.575,,0.0417,,0.29,,0.285,
CULTURE 2,0.525,,0.0417,,0.28,,0.245,
