,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,34.25%,0.0156%,19.25%,0.0181%,28.0%,0.0362%,27.1667%,0.07%,7.9167%,0.0173%
