,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.42,0.005,0.0048,0.0021,0.236,0.0016,0.184,0.0034
CULTURE 1,0.4125,0.0049,0.0048,0.0021,0.3035,0.0027,0.109,0.0021
CULTURE 2,0.4195,0.0014,0.0048,0.0021,0.2765,0.0008,0.143,0.0007
