,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7,0.0,0.1217,0.0,0.345,0.0,0.355,0.0
CULTURE 1,0.565,0.0,0.1217,0.0,0.32,0.0,0.245,0.0
CULTURE 2,0.45,0.0,0.1217,0.0,0.215,0.0,0.235,0.0
