,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.397,0.0039,0.0313,0.0022,0.238,0.0006,0.159,0.0033
CULTURE 1,0.367,0.0056,0.0313,0.0022,0.2855,0.0036,0.0815,0.0021
CULTURE 2,0.431,0.0028,0.0313,0.0022,0.2855,0.0005,0.1455,0.0023
