,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5,,0.025,,0.185,,0.315,
CULTURE 1,0.525,,0.025,,0.465,,0.06,
CULTURE 2,0.55,,0.025,,0.19,,0.36,
