--- LATEX FORMAT (Percentage) ---
Prec C0 & Prec C1 & Prec C2 & Rec C0 & Rec C1 & Rec C2 & Acc \\
90.5 \pm 2.5 & 94.3 \pm 2.8 & 73.5 \pm 4.4 & 75.6 \pm 6.8 & 79.7 \pm 2.8 & 96.5 \pm 0.9 & 83.9 \pm 2.7 \\

--- RAW METRICS ---
Metric,Mean,Std
Accuracy,83.91666666666667,2.738190129480636
Precision_C0,90.5145155023758,2.482976701848408
Recall_C0,75.58333333333333,6.827741614586448
Precision_C1,94.29356277250764,2.8466290259914415
Recall_C1,79.66666666666667,2.7938424357067015
Precision_C2,73.49546576475177,4.432485790142453
Recall_C2,96.5,0.9128709291752769
