,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.63,0.0645,0.0497,0.0386,0.3155,0.0213,0.3145,0.0432
CULTURE 1,0.565,0.0449,0.0497,0.0386,0.2925,0.0174,0.2725,0.0275
CULTURE 2,0.649,0.0513,0.0497,0.0386,0.3395,0.0286,0.3095,0.0227
