,Matrix,Class 0,Class 1,Class 2
Class 0,CM,124,32,44
Class 1,CM,25,150,25
Class 2,CM,2,0,198

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,121,20,59
Class 1,CM,47,140,13
Class 2,CM,1,1,198

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,139,21,40
Class 1,CM,63,122,15
Class 2,CM,1,0,199

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,119,37,44
Class 1,CM,31,156,13
Class 2,CM,0,2,198

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,93,68,39
Class 1,CM,27,157,16
Class 2,CM,0,1,199

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,133,29,38
Class 1,CM,66,122,12
Class 2,CM,2,0,198

