,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,64.0%,2.8284%,24.0%,2.1213%,48.5%,5.6569%,45.5%,10.6066%,21.5%,2.8284%
