,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3635,0.0086,0.0855,0.009,0.1575,0.0031,0.206,0.0055
CULTURE 1,0.277,0.0052,0.0855,0.009,0.138,0.0008,0.139,0.0044
CULTURE 2,0.447,0.0183,0.0855,0.009,0.246,0.0124,0.201,0.0059
