,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.6545,0.0611,0.011,0.0434,0.3205,0.0282,0.334,0.0329
CULTURE 1,0.6755,0.0691,0.011,0.0434,0.324,0.0417,0.3515,0.0274
CULTURE 2,0.6485,0.0534,0.011,0.0434,0.333,0.0259,0.3155,0.0275
